Brand,Processor_Speed,RAM_Size,Storage_Capacity,Screen_Size,Weight,Price,Price_Hashed,Brand_Hashed,Price_Encrypted,Brand_Encrypted
Acer,2.4975067596753258,16,1000,16.059668545618415,3.231487382181664,32025.836689022144,fb3010b57354259609e2272ea204296bd8b47c3d478f52bcd58c35afae20ee9b,42a25e76de60584238905609739a4b0bdca7bf7df9a55a68aae15633e84aa931,gAAAAABn_AstmWdbcHnzCMA3zP5voYEo6WNSbsaF1dJJnUGe--VfWoVAxDMLiZaY0XQBz4MspGOZrjIVRQ3VsoRlMarwFjiJDdhgQfEBHQVED-hlrVR8hVM=,gAAAAABn_AstqIpf0QGYKcamYI-zP3jaq5iptWPZL33O5TCpMs9KFjnz6CHuFpwREsvnrQbV55ejmKMoWEOKLBhdvMYeMAAj2A==
Asus,1.6369040970550783,32,1000,11.585085953845384,2.490009944267172,32764.274431192796,cbae35da1050476bf6a78fd4f3dced832ea62d45e530cfadb2ef28a46a34e3e0,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABn_AstOdsBPcYbmWoWk6Ux6hOECSlS4Ba-TNDuecDqGobf9bb_oAoqcuySutaRzQw5gQhfpgYyMJBcF39zSEx-A2wx1Y5l-OK22tgQd8YIFxXN-BA=,gAAAAABn_AstEJi4jgKGEBOQwUmggbuSQ4qnuhZsbj0iu7CA384Vq9HDVVs9YA9p3PRg12ibG107f3ap8VC6kq4rmUtFdAnOZQ==
Dell,2.3379931041147524,16,1000,14.353883804598643,2.665345934576956,32114.82080257049,ed452aaa31a310735f7ffcd56cb9248651bd8acbd6c69fb96fafc6953236dd84,e9c5e07631ef4658d1b0613f0bf1e906f2d3471ed62264bf41d22151b592a618,gAAAAABn_Astm0KodD-bNyk7MnJkwo0It_fe-FPyUHHt95ZzeWOL5DjQ_68jyXOVl9NyFvGwVg8NLfRnngVxPv45l4HSohVnnXt13-TMHDW80QxziIOy0wo=,gAAAAABn_AstGyp9RWsYcg4DmGp0n3ZLX-8cEqkKgiL9nU4j_B-3C0KyxTx9RGAK5GrVFAhgv5-OU9oDh-_CGi8gb2lk8f4IMw==
Dell,3.5071336214950284,16,256,14.006527281573184,2.9526637396085054,9929.514355970863,dec7b1d514c07bbe63b2c519099c481a97e24d85c32cac666b144707e78c6661,e9c5e07631ef4658d1b0613f0bf1e906f2d3471ed62264bf41d22151b592a618,gAAAAABn_AstDn6yufYpjVaEdGqmsRdV17sx8PmHkIMu8asJxG8PPrZQK5M6ClUnPRuHEDD7VINTjQlAfKonUVsURHqy498yD0ZbouFdAzwuPWXZlwcHoYo=,gAAAAABn_Astn-4fnebkqNv5mn75C3Ng0f845PlLcroQ_ZswBQM6bDX1mbUZB612Uy4WtoLYlqOVf8rE2BExkK2Lss4_EwDe6g==
Lenovo,1.511580057511507,8,1000,15.237159097780152,2.7781652022295886,31623.8142296768,2d27e50e39363c6a49605a4ec8e9d736b62c064415b155412dbae2d4829a72c0,acec4064d0fcc0d59e8178f5feda22f65c16052768b7babd91f529b129b8074d,gAAAAABn_Ast87Wq1HfUCk_SWDzyLe1pGYiglHXnf6zFbkUjILzVlHOTivmZ1o9x4aMBmxtik5nxshUSoZSlRLur-f9lh8niUtOHZ3NDyFY_50Cau6zN6qE=,gAAAAABn_AstaTGsAyvjTZ1Q2c_E5t-HGbuGFpGhPyJa6lX1Jy3OUvUGNgQ6l24qmoW2KvMVYwwQj8BettnVjfwlrk3BniNB3A==
Lenovo,2.3337479292278607,4,256,14.205743311362054,2.2627738922178398,9264.933977469056,652e45cefdf8571ad409a4c6e3cc79d84c9ebed27f369f963f0cc0107f8f9d21,acec4064d0fcc0d59e8178f5feda22f65c16052768b7babd91f529b129b8074d,gAAAAABn_AstyL0b2sK04WVHxr97w2LERFO92xgIAntxezPURzpVnFy9nWBe9MQ2nBGABEHPO6VkRjs80Q6MztDXvZ4Qzjo2zUEs5XDpvohSxNboKHInUv0=,gAAAAABn_Ast0ZwkcixtJTf22fI9oaqy1reNEKUvnOO1Faj-j4Z3xLgEWtbsDuCnZt3qjPDDnIvyQnI74IKPGZu2iZAHkT7Zxg==
HP,2.4954217339773583,4,1000,14.244407402798624,2.2697487345791068,31549.79984535232,0255d396cd032c9138f6ffd46972885178db193b25a91312565920c91edb9178,9449a7aaa80c99ead5ca08d4c72f0905780cb5008036127b26fe20da07419ac0,gAAAAABn_Ast8JC3f1pFydDIT39B_3dvUZe-FXaaPyhCf0Y9av7moYO1SiJ1MRZ9kYaXbefyqVMtTgW5iEdCBg3UQsd-LI8BGaI4kuMkLl1s1auBUSC3TWA=,gAAAAABn_AstPHt6PZGYsdLT7fEinZUR5hLywVFreXrUI-OmkgGlTEcCf6teldFmC6X-4mcxjhctBy0EM_wguHv-zOKUGSZqvg==
Asus,2.843489007344808,8,512,13.577575661456388,2.5797482457025045,16729.550875026107,625987ba72165c964b59d7fabea4812c983696715f9e3203415281c66406fb89,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABn_AstkJacvDikEdwEau8qiq-SBEjoi1mMukS8MAJLKmsgqXOQmvUUzJnj-OSWUBDkogzfhDWRXMOBXKznaZ_aFmIMqHBqj8VLc-gFV4quHsSbCd8=,gAAAAABn_AstY2fIQ6yXN271gffy56tSJXd5GbESoyewkToefN8K4pOaxSv1BLv8dx9T8R7q5lc-pS9hwGiSTfRsL5411urNKQ==
Asus,3.799639041031901,8,1000,12.853006544044046,2.151677563878617,31747.60460557713,12b6528f5ac80e5cb439f9a807d261eccd39a7607f80dc1a47c4405a8bd1d483,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABn_AstBlMcaGFT0o3fqoQBKjPcO_GxMcAOnhl6PaBmq_d-aAqMbDCSWRuIPQojqnOPdG7BkRiunxwJ4vOb3MOQVszt2s5E-9JHkDeBVjoSQbRGUBg=,gAAAAABn_Asth_a-OfDK-_xfnZ31fgPD1ij-MXwhZgb3giKwJVa5gFFt8kWsk2uxW2HrxrYbJbrRzUhYak09uD0F7RMUg3Hd-Q==
Lenovo,2.3658649859149032,32,1000,13.893586167513153,3.8793710590307815,32817.51657673146,d6ebcbe3ebd36677116c133cb727bdc1c09dd31c53dc2a141ea19ae7e9cbd715,acec4064d0fcc0d59e8178f5feda22f65c16052768b7babd91f529b129b8074d,gAAAAABn_AstfJasHeGAbcPGJOw1i-plzjACa3xVWNvpNXQiYLvLJESzoB43JWV6oooajpE4OrHwJptv9-dZEh8f02SGmErfGvJVf8F2-ddzJI74-niHqao=,gAAAAABn_AstzUy1DPGeXITDGdYnqfI97FLWFpEJEkgS8i4bc27_ijWe0seXN5OXAVYHFlZajJVlEo6ZKLRVWcGK0YhSLYj6DQ==
Asus,2.367383004740569,32,256,11.710954152610404,2.8619801495267057,10605.76645913327,e768cdc66143f7c83c77a097084ad0d2bf67098c9a661a45762b7ede4fa7d454,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABn_AstWYYJB9zxwMAXV7_5PYJMuSxAFv_k_660D18mcdE1bdt6SP1xULry71Or9QjbXH2f1L7sP2gZHSOaChJmNgLTxPiha4sJtqA1ab_FuLZFLp4=,gAAAAABn_AstTdC8vMm1ryYJOzGGAz-7moXQJqkiHVlnJib-4bhmonTi1S3WF8aoVFR3pEKaijz2lzhTXnlM0JMXcvk6_epgcQ==
Asus,3.343753120274371,32,1000,16.769080033898508,2.839237903307213,32810.02391415497,412ffd74cb04923222c33671aac8652a9aa5789d35a3bf2dcb0107494bb4b3d4,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABn_Ast8bjONi25-0YfOpf4gBvWVaBgzx_kgB7kUFXgd89q5bAQ_kDVnN2TcSRIaAnREDJnIc7E1tLF08zGj-DeLkHmqlIdRxgh7we8L1FbiGLpxLg=,gAAAAABn_AstD39eSeZnLNM5ibWRwiSA6Wqay0mUnV7eJWzg-KpSoOHb0AMH4zrs8PPX8DPBYOlyBk2uioreSpSMiZoaceC6ow==
Dell,2.630544852224518,8,512,15.286464581759589,2.9959948827132954,17059.609275297906,0bfcb30df696e40089e724d7d8447b405163b82f2a609ad12db0214db50ead94,e9c5e07631ef4658d1b0613f0bf1e906f2d3471ed62264bf41d22151b592a618,gAAAAABn_AstBqG1J4e-1GY9xUO-fbN2MVEp7w0V5YxYoLHAf0A5RnPeDot5x-o-_EKrphN2gHQgu1W-CEMp9DKQ-L7gEwhmrE81nOuaoG1xxz8xrZlhcPE=,gAAAAABn_AstZOQWJds566ohahxfkapqxA09XNV7jqZ409C4Ry2wwhUnKAGS5EgUfXWrRh_KsaGeHj1gvt-i1wKYX7azgUjn4g==
Lenovo,2.061512057349955,8,256,16.71480270012708,3.988388822629165,8973.58968596835,4c2d77ffc3a39a47bc67ccbda5d2f30293c0401cbf87baa33e66a067c594150c,acec4064d0fcc0d59e8178f5feda22f65c16052768b7babd91f529b129b8074d,gAAAAABn_Ast44ijUuhhJh51eWwBsKRVab98ZzXL94-sveRc-7B2gFq7QL9J-UEROZvkXre3M5HYOKvYrn_ylItvDjYNSoiW61M0V2aYsG7QpSgN-whPGpY=,gAAAAABn_Astm5V7xRDDJb2wypfat2kmivVnrmk6Pj6RZ8GlA8H2uAJoeDOlIkJguRSHuPRPrBWnDmIITsExsuMzDjL2qa4qfw==
Acer,2.6310987903317336,16,256,12.36036429397978,4.611901644450471,9912.491624645294,20da83692f8fd2b7941383ca2b0706a7f29b84b742b5c4480f43bce03aab1f11,42a25e76de60584238905609739a4b0bdca7bf7df9a55a68aae15633e84aa931,gAAAAABn_AstqlbiUzzkgilxx2TVwAl8cUomz5mso1iYkd4AkB0c66jkViCuqcVgAnCWABnK39D6vT4kumj_fweAhklqlx7AisLXPpEPO7WLEvviwLiGiCk=,gAAAAABn_AstCNF5eD3_dmDeAKBPOa2cpgXAndApYo8PWOFZknaH1xcUt3Cfk8VreL7_EkujtYwhuJxRINO1O95IdQlaxc-5Zw==
Lenovo,1.8521425509494995,32,1000,16.276046121059167,4.277260797666916,32801.64628030737,a166ef232bb8fe9b718ec02934b7ae843c9a54f0cb3e780d0ec0c7343dcbe94a,acec4064d0fcc0d59e8178f5feda22f65c16052768b7babd91f529b129b8074d,gAAAAABn_AstN--iUPO4xlHvvr6m3BAM-ee8xyXdo87Fw_GkgXFTfIiP0umailMBwggMdExQCN-5-2RObdmhlupGbguk_1DAJYSy6J7Ti_oaLAAnSaONrsY=,gAAAAABn_AstEQLXcNAsi-50XG_3A7vXz-zkADCnPyUNkOOUN6DnWhKHsamM0pcdJMX-J1q0pBE55B1Nkj5vYrN1FYWtEafkYQ==
Acer,1.9409674662655585,32,256,15.852739907381231,4.182587690675285,10174.195207302795,dad529924f59169af1353c38bc3b3c6fbfea4f6a096a4afad994cb8d54caddd1,42a25e76de60584238905609739a4b0bdca7bf7df9a55a68aae15633e84aa931,gAAAAABn_Ast55fVoxe8d3jxWSxfkv0cdEOwy1DSGF1_G5JtAC5YRvHi3B70eic330PiveVPXNKGwjJzH1A6fr3OfgHQV-_ZkmPymS2JK6EMEsKwpYnGvaE=,gAAAAABn_AstisidWJp0WeTIBzvMtWAsCh_6GjMb4v0ithaCrutaWPJZgUtEUv9OP9O7vTx9m-SQwn0QWlGynwfABEGzGGzzpQ==
Dell,2.7459194318486992,32,256,15.06291447474604,3.453173556802548,10325.364732735776,36a79cb64e6a556c7fe1f8828546a70ff50654e5fce7963737899e33ebbf95e0,e9c5e07631ef4658d1b0613f0bf1e906f2d3471ed62264bf41d22151b592a618,gAAAAABn_AstCA3QlkdyN6kczgTtbJA2WJ0QHW2KtUAaGjOO9DryVYR5dc_3BNKxdZ2lOHN4YfINiN2A8XOfcX9M_zdnLLo6_sqfPWfwBzknMxtE9EZ-xoQ=,gAAAAABn_AstAQJfsVb2VG5HLFq7hdlfRD9-mGtn_i7bRkzDuSj-7u5I3l9zwLVW_SiXm7jSl2yljLOCPAf3N5izImqK2QypHA==
HP,2.5473136237613696,4,256,14.750175116511237,4.081416670902235,9221.138434690329,5117640f2a737f124847e18d716399a1cb47082b202aefa3c3290f0185efb0cf,9449a7aaa80c99ead5ca08d4c72f0905780cb5008036127b26fe20da07419ac0,gAAAAABn_AstM--kqrFPrHKiN9SYxYYJy3LthrGSWw3rwTN2hkdYDvOQI9O0Z7Lupt6GkSZK6oF6yAsQYJr2XzWz0g-a44COCLNWrC_B2elLKl5uh6lcw9k=,gAAAAABn_Astm2OIJADoCXvlF-AOP_j1dpTPAPn9Jkn5DWWDkH2_CvpxcnxW1QgUPTZI42YSdmCVYjWveBbFKlK7NCQ7yTRqTw==
Asus,3.78711475267025,16,256,12.89929799160722,3.658287104100749,10233.785822237818,4495eba2f9fb5bfa52d53962e6cfad51673111e4f0716b8383fa1e7c98d22c1c,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABn_Asthk2m-lFZWv4maRMHW9-UTrqplwqf8ewVfdYHtY3WaU8XSN7SHhdSwHfUXsyWuEz210ivn_DKJGmUeJ4vgE4MY2kudOqonzpjp_BHzRgyc1s=,gAAAAABn_AstRA-YbUYBBVH6JMc602DzYGqJeYICIsNzQH3xdavu8iK5v08Sdsfa4uslb0w9vTrxq61TwyXpZzQ6s5jhhu8XJA==
